DATE				SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat
DD-HH				BACK	-94.21	57.71		FSIM	-121.23	61.76		FSMI	-111.95	60.02		GILL	-94.64	56.38		GULL	-108.26	50.06		MCMU	-111.21	56.66		PINA	-96.04	50.2		RANK	-92.11	62.82		THRF	-96.36	48.03		WGRY	-120.03	51.88		BLC	-96.01	64.32		IQA	-68.52	63.75		MEA	-113.35	54.62		OTT	-75.55	45.4		RES	-94.89	74.69		STJ	-52.68	47.6		VIC	-123.42	48.52

				max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)
07-09				30.4				32.97				33.79				31.09				16.01				19.63				21.99				39.22				131.84				19.35				53.79				54.1								11.38				42.49				9.95				15.56
07-10				36.66				37.32				24.95				44.04				14.09				17.17				19.83				47.31				131.99				16.85				38.08				71.37								11.88				76.98				14.86				12.97
07-11				23.04				27.97				18.99				35.54				10.69				12.2				16.79				46.44				138.34				12.86				37.78				35.03								12.13				50.11				14.48				9.73
07-12				40.32				59.98				38.31				51.13				21.7				21.55				25.01				74.12				132.32				25.68				45.24				77.48								25.44				76.9				17.86				21.39
07-13				51.12				160.73				116.46				58.93				19.2				37.58				22.73				148.58				125.78				19.24				115.63				113.63								27.82				85.73				25.8				16.61
07-14				72.2				299.51				108.86				76.24				40.59				66.5				43.16				217.93				139.83				37.67				247.12				126.14								49.7				171.89				36.36				28.57
07-15				109.38				384.95				157.17				100.0				37.89				45.32				52.36				265.23				216.47				32.9				272.25				179.63								60.76				157.05				44.78				24.04
07-16				78.49				185.12				107.58				84.79				23.33				40.69				33.05				183.18				199.16				25.97				291.98				189.08								20.94				181.76				19.18				25.51
07-17				35.84				25.68				27.96				37.73				26.61				29.3				35.9				55.95				202.69				30.63				53.94				92.51								14.45				55.32				16.52				21.5
07-18				74.83				57.36				51.01				76.65				35.05				41.21				34.27				100.85				149.3				49.71				91.38				362.49								33.21				252.31				36.37				29.55
07-19				30.4				90.76				84.88				127.71				40.28				59.6				43.82				146.99				140.14				33.21				147.25				340.81								41.65				314.0				48.15				30.4
07-20				28.68				67.41				62.01				89.0				24.2				45.37				30.32				114.27				176.73				30.49				118.57				135.23								33.94				33.94				46.55				28.68
07-21				54.52				48.57				34.84				60.72				23.51				27.84				29.54				85.33				191.06				20.01				87.98				94.43								22.71				22.71				21.16				16.15
07-22				40.05				30.23				29.56				41.39				12.95				16.21				15.75				51.26				146.09				12.41				57.93				64.86								16.43				16.43				13.46				6.7
07-23				51.89				34.51				37.86				65.73				22.03				29.16				29.16				101.17				169.76				21.9				96.17				108.97								19.19				94.83				22.17				13.81
07-24				52.98				74.72				68.45				64.57				36.41				46.2				44.07				72.33				143.93				38.3				81.65				88.07								23.34				82.73				16.93				28.32
08-01				22.81				30.41				28.8				25.72				10.35				18.41				29.38				51.27				142.07				12.85				49.32				55.69								7.34				48.14				7.2				8.17
08-02				11.11				24.38				20.76				19.07				14.04				15.83				14.08				15.65				151.51				12.03				19.7				29.16								8.36				27.27				7.98				11.46
08-03				20.27				27.79				25.23				27.83				27.07				18.47				17.82				28.66				144.84				14.5				27.67				43.36								6.18				41.57				6.13				9.46
08-04				21.99				24.42				17.67				17.75				20.99				14.23				20.62				22.36				134.51				13.26				20.08				26.14								7.12				20.35				5.46				7.63
08-05				46.01				25.28				25.5				30.29				15.61				24.58				20.79				143.07				130.16				17.85				80.25				40.18								10.03				24.4				10.59				9.82
08-06				33.59				28.06				22.26				21.43				11.18				15.47				15.47				117.44				142.22				23.88				69.36				39.98								9.66				27.59				9.59				8.74
08-07				103.33				233.97				201.61				68.31				22.97				66.7				66.7				96.42				128.77				27.41				57.13				54.08								8.37				35.32				8.95				14.97
08-08				177.05				213.99				233.39				102.74				27.72				77.82				29.81				99.45				133.32				25.78				43.07				78.75								16.33				33.44				15.81				17.81
08-09				100.84				172.23				182.68				59.19				23.47				49.65				25.16				219.45				121.41				23.66				153.96				109.06								13.44				42.65				13.52				16.54
08-10				65.8				106.02				102.64				41.61				12.42				37.1				19.33				85.23				118.49				12.32				94.65				74.63								12.91				45.6				18.39				8.44
08-11				12.13				134.77				81.18				32.75				12.46				25.77				10.93				52.57				130.99				17.53				40.39				59.91								12.78				29.97				13.25				12.13
08-12				12.71				148.35				82.02				33.97				14.58				19.31				14.32				63.97				125.36				17.3				56.02				71.14								11.79				80.23				15.86				12.71
08-13				38.87				131.98				77.6				32.7				27.48				44.85				23.29				105.3				115.41				25.11				100.61				69.2								14.85				76.51				12.2				18.52
08-14				36.13				46.94				33.78				36.84				15.07				23.91				22.48				56.63				133.82				18.71				88.26				71.22								21.4				89.82				19.81				17.81
08-15				30.78				55.14				22.81				24.41				17.52				11.83				26.14				51.52				162.25				8.81				77.12				82.86								26.91				83.93				22.98				8.52
08-16				30.53				37.91				30.64				28.42				22.98				28.04				30.12				43.14				197.35				24.93				63.17				55.34								24.52				75.82				20.05				15.48
08-17				39.04				36.55				31.46				31.46				22.29				22.13				16.24				49.89				178.71				19.31				64.6				87.45								18.03				18.03				10.52				15.86
08-18				24.97				28.68				22.75				22.75				23.4				24.69				18.51				34.08				173.35				27.93				44.47				51.08								9.72				81.29				11.19				19.05
08-19				15.16				24.63				22.8				25.97				23.75				33.11				20.48				32.18				158.06				12.13				41.6				98.16								14.45				104.2				17.65				15.16
08-20				16.07				28.6				24.27				40.5				21.48				22.86				18.34				83.85				164.75				10.23				85.84				114.37								16.55				174.99				14.69				16.07
08-21				25.64				17.89				19.92				34.61				17.6				18.28				20.56				20.56				183.56				9.98				47.32				62.8								19.02				19.02				14.91				17.72
08-22				72.57				54.66				52.35				81.89				31.64				37.73				32.0				32.0				152.8				32.51				74.67				94.86								23.78				152.2				17.23				19.31
08-23				44.91				40.27				33.53				53.32				22.14				25.08				28.0				90.86				128.66				19.81				101.32				83.03								12.03				88.88				10.87				16.55
08-24				33.51				40.84				35.82				44.68				17.0				25.82				25.49				50.89				163.36				17.99				56.48				39.45								10.09				68.28				6.39				13.16
09-01				30.43				23.91				24.56				36.54				10.39				20.24				39.26				37.42				154.48				10.71				41.1				64.7								8.23				8.23				6.14				8.7
09-02				35.99				42.64				32.32				34.43				34.43				24.16				40.81				67.56				160.28				18.52				58.68				110.81								8.97				38.77				9.2				11.29
09-03				44.71				33.42				29.96				44.19				44.19				19.88				13.02				51.57				150.68				14.55				43.57				325.79								10.95				10.95				12.0				7.11
09-04				165.42				34.73				52.6				82.87				15.63				31.14				24.07				156.89				127.48				18.51				144.76				295.25								13.64				13.64				9.52				11.01
09-05				175.77				41.8				56.5				84.82				14.19				24.61				21.17				178.14				127.93				18.03				136.12				153.78								7.37				7.37				5.12				8.55
09-06				40.26				48.9				59.75				28.54				12.07				24.12				13.56				282.15				146.56				18.15				269.97				71.19								6.5				29.4				9.28				7.85
09-07				269.61				144.51				206.76				143.55				36.03				77.46				26.66				309.43				132.22				23.41				187.96				68.5								18.84				37.93				17.0				25.1
09-08				207.71				215.65				181.0				153.45				36.04				77.8				32.54				546.96				142.99				48.27				404.69				135.08								23.96				45.89				23.52				29.03
09-09				100.53				147.79				146.86				84.46				11.18				31.58				11.62				59.72				136.07				14.87				40.22				66.62								7.58				22.23				17.14				8.95
09-10				85.35				194.17				194.17				71.25				14.05				47.01				14.27				50.8				128.59				18.6				30.27				78.54								10.71				29.21				11.57				14.15
09-11				48.01				136.29				136.29				57.02				20.15				45.98				9.92				106.44				146.12				18.45				97.82				71.29								16.91				46.34				10.95				13.53
09-12				39.67				75.68				49.86				44.09				18.48				32.02				12.67				95.24				139.39				18.25				88.44				69.76								10.77				47.14				22.58				12.81
09-13				20.17				34.65				24.83				22.93				9.44				14.57				12.64				78.9				118.91				8.45				69.08				58.65								15.5				47.0				17.11				5.85
09-14				17.61				36.33				15.51				23.31				10.99				11.36				8.57				70.56				119.34				11.3				88.06				51.28								11.38				43.82				17.42				10.04
09-15				31.58				42.79				25.81				29.7				13.31				15.08				17.23				67.9				151.77				11.82				88.32				47.02								19.05				61.6				19.14				9.63
09-16				31.04				24.51				19.34				35.04				12.44				15.6				12.48				49.33				183.21				15.59				57.05				43.79								12.6				85.99				13.87				8.58
09-17				25.86				13.62				14.01				36.62				15.1				15.28				11.37				26.42				175.05				25.83				35.18				39.14								11.78				92.93				11.14				12.92
09-18				20.43				12.4				13.42				19.46				23.85				23.97				9.06				15.36				150.93				28.89				20.8				26.45								7.52				53.87				7.67				13.68
09-19				15.21				20.42				12.85				19.18				27.73				23.27				18.51				22.75				139.44				8.77				24.13				32.52								8.16				108.43				11.82				15.21
09-20				20.77				28.7				21.83				26.38				13.17				18.92				13.84				33.08				181.26				11.86				40.21				61.3								15.95				88.79				17.9				20.77
09-21				48.97				35.72				33.67				58.42				19.21				24.21				24.2				84.66				199.49				15.87				100.74				105.87								23.84				23.84				18.84				12.67
09-22				41.38				28.51				28.31				48.45				12.65				19.02				18.14				71.03				171.85				15.26				85.08				94.95								15.34				77.12				15.19				12.74
09-23				31.74				22.51				23.34				40.2				14.08				19.27				13.13				13.13				154.95				13.45				57.79				48.51								8.6				76.6				7.13				12.36
09-24				12.35				20.41				14.47				13.48				9.63				10.68				7.32				7.32				134.02				7.6				26.38				34.77								7.34				25.78				3.46				4.77
10-01				27.34				26.12				23.28				26.67				9.82				14.82				8.42				47.78				129.38				10.69				51.54				64.79								8.14				44.34				10.08				8.03
10-02				44.19				28.79				28.79				47.21				10.42				17.99				9.07				130.9				147.01				13.15				100.12				272.25								6.14				28.94				8.62				9.46
10-03				9.55				29.03				29.03				54.2				16.17				20.67				13.0				172.68				149.93				15.36				107.91				419.53								10.6				46.34				10.43				9.55
10-04				12.26				37.52				31.56				36.41				19.22				21.82				15.31				126.58				130.12				20.1				75.0				188.45								11.81				43.28				13.08				12.26
10-05				20.17				18.02				15.97				16.4				14.03				13.57				6.37				90.65				130.67				10.59				75.05				89.95								4.29				23.9				3.92				5.67
10-06				16.39				18.42				18.42				17.08				8.32				9.3				8.85				56.66				129.24				10.98				47.26				50.79								5.36				38.64				4.88				7.42
10-07				13.4				16.09				16.09				12.59				5.26				8.75				5.74				45.2				122.69				15.8				38.31				43.96								5.69				41.08				6.7				4.11
10-08				16.33				12.8				12.26				16.41				6.41				13.91				6.17				35.08				123.73				14.53				34.94				34.79								6.19				47.98				5.67				5.68
10-09				18.35				16.84				16.84				21.2				9.07				10.83				8.82				28.44				128.89				9.06				33.39				36.65								7.8				36.31				10.96				8.4
10-10				13.03				15.64				15.64				12.52				5.29				10.44				4.02				25.03				140.86				5.23				18.06				18.78								8.83				27.75				10.21				5.17
10-11				12.74				10.94				10.02				12.56				4.93				9.86				6.95				22.53				113.58				6.71				30.21				18.37								12.68				51.77				14.67				5.05
10-12				15.0				15.2				14.05				16.45				7.62				11.54				6.31				36.64				115.77				6.14				42.61				24.57								13.82				39.84				13.1				4.32
10-13				19.73				22.61				16.28				16.95				12.1				15.51				8.31				29.96				125.68				9.71				39.42				49.31								10.89				42.0				15.94				6.63
10-14				19.84				16.14				14.25				21.5				11.82				15.25				15.88				25.37				141.7				11.83				30.36				39.76								19.12				52.57				22.95				11.17
10-15				50.15				45.01				39.33				46.39				24.82				28.73				23.12				64.29				153.68				21.67				87.65				49.69								17.97				79.19				17.67				16.1
10-16				43.68				27.29				28.91				46.74				26.57				23.91				23.86				69.03				179.48				23.11				83.19				84.17								32.66				138.64				12.8				14.29
10-17				32.22				32.56				30.26				37.37				27.17				28.41				16.25				39.18				170.45				27.17				42.95				73.64								19.72				90.17				12.49				17.64
10-18				28.88				31.68				23.86				30.14				37.82				30.06				14.3				27.84				156.54				37.68				30.41				61.81								13.53				148.47				10.17				24.24
10-19				25.39				30.38				21.94				19.33				16.1				38.52				13.9				25.73				163.21				17.98				30.27				40.21								10.89				191.78				14.55				25.39
10-20				9.34				28.18				15.69				34.46				10.64				11.81				22.47				48.92				163.08				8.46				52.39				98.49								17.89				155.93				15.06				9.34
10-21				16.64				29.15				17.65				22.74				13.26				13.2				11.01				22.44				179.78				15.1				31.01				59.81								13.79				88.11				13.32				12.03
10-22				46.24				40.06				37.04				37.04				25.9				28.95				25.42				98.18				159.73				21.37				103.96				120.52								18.25				73.3				12.91				15.77
10-23				53.26				53.06				43.05				43.05				23.93				33.18				21.36				85.45				146.01				25.41				93.15				64.85								13.36				80.06				12.26				19.8
10-24				22.59				32.27				22.29				22.84				12.92				16.67				12.62				65.18				146.6				15.62				73.69				78.55								6.34				74.28				5.64				10.9
11-01				32.9				29.17				25.58				40.39				15.8				20.94				16.18				72.06				138.95				15.5				64.22				92.65								13.1				39.56				20.15				12.83
11-02				28.0				31.95				24.82				24.81				11.52				17.68				17.68				77.61				181.02				15.34				62.05				242.7								10.56				28.56				10.22				10.69
11-03				41.58				45.61				33.83				34.94				15.19				22.81				22.81				113.26				152.37				19.4				108.94				292.41								10.58				48.61				14.75				12.55
11-04				39.55				36.48				28.36				34.59				18.96				24.38				16.06				76.65				122.54				27.02				69.34				133.08								12.45				53.45				10.7				16.25
11-05				106.28				36.56				45.16				50.83				44.7				22.54				20.26				125.86				143.3				28.81				88.95				103.63								13.53				29.84				12.51				16.87
11-06				127.94				85.15				94.79				102.44				16.19				31.99				15.67				144.65				126.77				12.9				73.23				50.15								14.22				40.43				11.16				8.8
11-07				163.31				179.64				170.18				177.33				23.79				89.54				23.67				59.1				118.08				17.68				45.19				54.95								10.75				43.6				10.01				12.8
11-08				276.71				126.47				186.87				376.32				29.43				137.32				40.55				94.37				132.47				32.06				59.99				89.32								34.5				59.98				36.47				21.39
11-09				89.55				79.8				85.59				85.59				26.31				74.22				38.05				83.09				129.87				25.41				58.93				114.66								23.16				41.35				20.88				19.01
11-10				55.12				50.04				40.93				49.34				13.63				22.06				11.49				39.52				105.83				9.42				23.93				88.82								11.2				20.34				14.74				7.65
11-11				34.78				34.75				46.23				25.63				10.06				17.96				13.52				48.64				115.27				9.9				34.43				57.27								15.42				38.63				29.2				8.72
11-12				64.66				127.32				119.92				53.3				23.44				37.65				16.15				100.3				149.23				25.49				70.6				71.98								17.6				68.21				25.26				20.63
11-13				49.28				269.89				154.93				41.52				23.74				49.85				21.78				158.71				117.76				30.8				175.37				82.0								16.4				101.65				23.09				22.53
11-14				69.29				109.26				87.0				66.19				40.19				55.63				31.38				114.79				138.5				35.84				151.34				81.27								28.46				118.7				23.49				28.22
11-15				80.14				174.59				155.89				93.05				34.25				61.0				46.5				295.38				182.43				33.72				315.73				139.75								45.07				251.58				33.75				22.74
11-16				81.05				97.36				88.59				78.47				38.99				49.58				37.32				116.32				182.21				34.26				158.84				108.92								13.19				147.5				20.17				26.92
11-17				56.75				59.03				58.7				69.03				34.06				35.23				24.81				98.97				184.76				21.79				129.37				147.65								19.42				360.5				23.1				16.76
11-18				62.03				70.53				61.69				62.03				43.26				48.95				28.91				99.2				189.48				41.76				113.49				78.6								25.13				315.41				23.33				38.05
11-19				17.79				68.17				53.39				61.78				18.91				34.32				26.07				73.76				187.54				25.6				81.12				109.7								27.72				316.11				31.95				17.79
11-20				15.13				47.2				41.73				44.87				15.87				34.65				38.4				86.29				177.64				38.45				86.26				165.28								15.77				544.81				21.8				15.13
11-21				90.47				73.91				71.28				125.44				28.18				44.22				69.87				188.93				145.52				26.29				217.42				258.56								35.55				416.72				34.16				18.73
11-22				162.87				80.56				83.28				138.69				47.72				59.87				65.7				216.37				197.58				47.84				149.09				215.59								46.75				180.0				53.38				34.2
11-23				204.9				149.65				150.06				190.39				37.35				89.63				51.06				202.9				182.22				36.58				173.23				193.06								31.38				131.17				25.6				29.72
11-24				111.27				92.49				110.8				113.97				34.89				68.31				53.34				158.07				180.0				40.21				157.26				125.32								28.11				117.21				31.76				27.44
12-01				37.44				54.04				41.77				45.76				20.78				32.87				36.76				42.04				162.68				26.79				46.8				60.09								9.58				54.32				10.27				14.4
12-02				24.13				23.94				19.35				20.98				7.74				13.18				50.09				43.39				177.23				16.78				43.2				42.55								3.93				33.42				6.48				7.52
12-03				18.38				16.67				11.79				20.31				4.6				8.79				32.32				42.14				170.63				18.06				36.55				38.35								4.98				37.67				3.92				5.0
12-04				37.01				20.5				12.44				14.61				9.18				10.55				65.78				24.07				151.58				11.89				26.6				17.77								4.87				28.79				5.39				5.19
12-05				117.5				43.08				42.24				71.61				13.82				22.25				14.16				56.41				142.77				11.74				39.24				103.13								9.31				49.37				8.39				8.82
12-06				68.8				33.89				38.6				56.73				9.62				19.14				13.41				83.05				131.32				10.88				39.64				71.9								7.08				24.54				6.81				7.61
12-07				28.14				24.67				24.25				22.12				7.33				12.92				7.24				51.56				150.49				5.81				29.83				35.57								4.86				15.7				5.69				4.53
12-08				40.91				18.23				26.51				32.33				14.71				15.0				7.06				26.25				120.91				7.52				20.66				41.03								6.75				19.3				8.11				6.03
12-09				28.33				19.79				19.79				23.21				11.16				13.34				6.94				21.12				156.45				8.59				21.85				66.1								7.33				25.97				11.51				5.27
12-10				48.21				64.84				64.84				32.81				10.59				21.7				9.79				23.21				131.7				13.26				22.48				86.45								13.65				31.08				17.0				10.11
12-11				82.75				290.97				204.12				61.97				25.79				88.92				23.96				62.99				131.4				34.31				50.9				61.56								9.83				43.19				15.05				22.5
12-12				76.72				230.15				144.92				69.02				28.1				35.62				18.22				116.78				132.66				37.77				84.63				77.44								14.39				83.93				13.82				25.47
12-13				52.48				249.42				168.59				56.03				32.11				66.82				24.83				129.77				134.6				37.05				130.4				79.51								14.84				100.08				15.4				26.96
12-14				51.57				220.19				127.22				42.07				37.47				67.05				22.88				115.6				142.43				50.18				136.74				57.09								13.48				71.0				23.58				38.71
12-15				34.48				26.85				23.05				37.54				15.61				16.7				38.99				35.34				176.76				11.94				40.12				35.17								25.91				91.55				23.32				11.76
12-16				23.53				26.87				18.7				31.86				17.9				14.3				22.63				33.97				220.49				14.79				36.61				39.5								23.62				94.97				24.04				13.89
12-17				41.75				28.32				27.31				34.74				23.9				24.71				23.9				34.98				172.83				24.57				40.19				35.8								23.52				132.71				9.76				19.68
12-18				37.77				43.79				39.73				41.65				27.84				33.14				25.11				53.23				169.93				31.33				59.72				64.92								15.12				188.13				11.4				27.38
12-19				34.96				41.16				39.13				50.16				31.5				38.17				22.09				64.0				152.81				36.55				69.81				73.18								14.62				129.67				23.44				34.96
12-20				20.91				46.28				26.88				26.08				26.32				25.81				27.12				43.8				167.06				22.08				42.34				75.56								19.22				139.61				16.56				20.91
12-21				86.03				36.33				36.33				94.31				21.81				25.73				30.66				167.67				176.64				21.2				163.23				186.16								23.73				144.2				22.59				16.57
12-22				47.99				36.78				36.78				50.3				21.54				26.27				26.74				63.98				157.7				20.29				66.86				59.61								18.25				82.99				11.68				13.88
12-23				25.68				25.26				35.63				25.67				20.16				20.77				18.94				35.66				160.54				17.63				37.49				64.71								17.24				48.94				17.05				16.96
12-24				33.45				37.33				25.7				31.66				17.68				19.81				23.35				64.42				185.37				17.54				63.04				76.11								10.73				37.42				15.42				15.19
13-01				8.11				16.06				18.63				17.38				5.66				9.08				14.12				19.05				188.25				8.65				18.5				38.93								5.03				44.43				4.58				8.11
13-02				3.85				18.28				13.89				18.38				8.02				9.83				12.59				13.34				149.99				5.99				12.5				18.58								3.5				28.22				3.76				3.85
13-03				10.29				45.89				34.47				24.47				17.47				20.81				12.99				36.4				156.24				15.68				35.03				23.64								6.02				42.73				5.56				10.29
13-04				11.52				36.93				40.01				111.72				27.05				29.11				30.75				200.08				185.82				17.01				87.7				323.11								21.1				38.36				18.32				11.52
13-05				12.25				85.15				106.54				179.04				30.53				50.37				33.62				728.91				161.94				20.43				551.6				344.22								20.25				56.33				18.95				12.25
13-06				14.72				113.13				113.74				119.76				21.04				44.87				23.26				458.41				151.05				21.92				548.96				196.05								10.02				47.5				9.82				14.72
13-07				12.84				114.53				129.9				100.46				20.24				46.0				24.67				408.34				137.88				16.98				439.07				177.2								15.97				52.18				14.35				12.84
13-08				9.73				153.22				167.65				114.36				11.01				48.84				48.84				229.35				131.7				14.25				164.83				134.09								10.07				28.98				11.36				9.73
13-09				8.95				256.85				232.25				136.54				13.94				90.55				19.17				130.18				133.49				15.54				68.18				118.76								8.11				22.41				13.38				8.95
13-10				19.56				280.1				280.1				104.54				23.1				72.84				17.32				275.45				151.29				28.69				200.36				237.23								13.25				39.59				16.6				19.56
13-11				15.94				171.43				139.15				82.64				16.85				54.0				17.58				199.09				147.06				22.73				130.86				226.78								17.05				47.8				12.51				15.94
13-12				21.7				198.77				138.56				65.1				24.53				49.92				31.87				154.83				138.88				29.52				126.6				144.12								13.33				73.02				22.77				21.7
13-13				26.38				327.61				226.89				81.91				32.42				77.26				33.7				169.79				125.71				38.36				116.76				110.07								13.78				43.75				9.22				26.38
13-14				8.42				34.59				24.48				32.52				13.52				18.88				29.01				52.07				143.42				10.41				77.96				50.99								18.72				42.04				17.28				8.42
13-15				9.16				23.49				23.49				29.87				12.61				13.24				43.07				36.44				141.29				8.89				50.48				50.05								24.78				37.54				16.23				9.16
13-16				14.06				29.18				29.18				38.34				21.1				27.4				22.23				40.24				177.11				13.7				52.46				55.86								26.35				65.47				12.48				14.06
13-17				19.16				31.64				27.15				21.89				23.51				21.76				15.04				32.59				160.61				22.86				38.8				30.02								18.72				104.93				14.48				19.16
13-18				22.48				21.86				17.76				23.6				21.09				22.79				25.29				23.79				162.47				24.5				30.98				57.11								20.35				76.77				12.42				22.48
13-19				14.16				18.45				13.78				17.26				18.97				17.07				17.67				17.25				142.89				16.11				18.11				32.72								20.55				159.12				17.8				14.16
13-20				18.16				21.63				24.99				21.48				10.29				26.66				16.43				29.66				185.63				10.62				33.88				56.25								24.3				126.63				14.19				18.16
13-21				15.6				35.87				35.93				32.99				13.52				25.15				15.41				19.54				183.73				27.84				24.26				40.82								16.1				78.52				11.35				15.6
13-22				6.7				20.46				23.93				29.17				10.9				12.12				17.14				42.29				162.58				7.3				50.27				66.95								13.9				79.77				5.66				6.7
13-23				9.89				20.55				17.62				27.8				12.84				13.07				16.4				35.31				155.53				13.93				30.82				54.44								7.14				47.66				9.3				9.89
13-24				10.64				28.08				28.08				39.99				15.56				18.83				26.61				52.66				158.15				12.5				50.94				118.92								15.73				34.6				22.42				10.64
14-01				41.9				20.97				20.52				34.0				7.91				12.7				18.21				37.83				170.71				9.36				34.97				70.98								13.98				30.86				12.29				8.87
14-02				39.44				24.98				23.23				52.49				14.19				19.38				20.52				72.01				159.57				14.79				60.52				329.55								14.79				41.83				11.29				10.97
14-03				17.82				22.51				17.5				19.93				7.99				11.57				12.31				50.75				139.09				22.03				41.76				182.5								6.22				18.43				5.54				7.37
14-04				18.93				15.79				14.22				24.26				7.66				9.83				10.09				72.29				146.27				15.36				49.22				191.3								4.91				22.65				5.33				4.7
14-05				34.81				23.15				21.35				31.43				8.73				12.47				12.66				87.29				144.67				8.74				34.97				135.83								7.15				23.78				7.43				5.92
14-06				56.09				29.4				29.4				34.18				11.24				18.58				13.67				55.42				128.69				13.54				40.16				43.95								5.34				21.13				4.18				7.85
14-07				93.2				99.29				99.29				56.8				12.04				29.91				20.97				124.36				139.18				13.49				110.68				32.18								9.8				32.04				6.31				9.74
14-08				22.4				39.95				27.01				17.71				6.69				12.06				18.27				32.09				126.7				7.16				24.52				43.02								3.76				15.73				5.01				4.4
14-09				13.74				32.44				32.44				9.95				5.89				7.0				15.5				19.22				126.39				7.06				15.68				26.47								3.63				21.31				12.37				4.42
14-10				31.46				86.93				86.93				31.55				13.99				22.82				22.0				55.56				135.34				11.16				45.87				27.35								9.17				24.22				17.32				7.18
14-11				17.72				37.32				26.89				16.38				8.08				13.52				12.47				52.94				122.1				7.87				32.66				32.72								11.07				18.55				11.0				5.32
14-12				19.26				26.61				21.29				15.49				8.8				13.81				15.27				46.51				126.87				8.97				47.5				41.78								13.95				29.91				22.98				7.13
14-13				18.62				29.1				22.39				19.36				9.75				15.46				8.17				29.79				124.42				8.45				42.34				29.99								14.07				41.78				14.76				5.88
14-14				17.16				27.53				15.06				14.21				13.7				14.31				21.51				16.51				107.63				13.18				25.91				21.48								17.52				21.44				13.73				11.48
14-15				19.26				18.6				12.77				20.75				18.0				12.84				24.14				21.29				107.66				14.46				24.23				38.78								17.05				44.51				22.71				13.63
14-16				26.15				18.04				16.63				18.44				19.3				15.8				19.69				32.81				120.05				14.84				30.49				66.7								20.53				65.33				17.79				11.31
14-17				13.45				20.69				13.18				17.18				16.21				17.07				18.97				18.12				125.59				14.39				17.92				26.16								13.94				40.87				14.4				14.33
14-18				17.37				13.46				14.98				18.5				22.69				25.0				21.44				15.42				154.56				21.89				19.13				37.65								14.39				79.53				10.77				21.43
14-19				13.79				15.07				14.78				18.02				19.9				32.07				27.45				16.13				149.24				22.37				19.56				30.47								13.41				64.89				17.13				24.82
14-20				21.81				15.85				18.6				29.02				21.44				34.56				22.42				22.21				131.03				23.97				23.25				52.32								16.36				79.74				14.13				22.1
14-21				33.86				29.02				22.06				46.99				24.48				20.73				25.6				47.86				214.94				17.78				51.89				162.24								17.21				111.66				12.01				19.73
14-22				31.42				31.25				26.09				44.97				23.19				23.47				1855.12				46.47				159.44				22.78				51.59				94.73								13.72				72.4				9.87				15.21
14-23				21.17				29.96				24.24				30.87				18.57				21.59				26.08				32.78				145.25				20.01				35.21				45.19								7.14				34.52				9.16				14.25
14-24				49.97				47.02				44.18				63.59				23.54				36.02				27.92				79.71				131.74				29.3				95.82				84.35								12.78				52.13				9.63				21.16
15-01				48.1				48.56				40.54				56.24				23.03				31.31				22.17				77.1				152.53				20.96				78.81				39.66								15.69				81.24				12.98				13.15
15-02				38.8				52.57				52.58				53.06				32.71				41.92				23.56				54.75				127.41				33.26				52.35				28.86								15.95				57.74				16.51				24.08
15-03				47.39				42.74				37.56				37.18				12.77				30.5				15.56				27.21				151.73				20.81				29.13				64.58								8.46				26.63				8.81				11.41
15-04				86.33				23.99				23.99				41.32				12.32				17.76				11.61				99.99				133.53				14.89				53.87				72.97								7.85				20.45				8.47				8.89
15-05				138.17				40.59				40.59				88.38				22.51				33.96				25.45				304.32				142.01				20.88				119.92				85.28								11.83				31.12				12.75				13.22
15-06				339.25				138.23				199.47				219.55				23.63				56.46				24.29				397.54				145.18				24.66				291.76				154.09								14.37				58.53				13.36				14.21
15-07				272.82				255.96				273.65				236.46				32.18				135.84				35.36				440.61				144.78				40.66				426.69				426.69								12.23				61.15				10.7				30.03
15-08				374.62				279.8				263.55				428.29				42.13				144.23				63.77				488.6				273.01				34.56				404.81				360.01								37.31				43.85				37.52				21.25
15-09				209.7				295.3				269.85				263.41				25.91				160.78				40.37				123.43				236.31				34.94				116.43				219.06								18.12				56.12				23.72				20.99
15-10				158.27				172.73				121.2				123.19				25.01				78.17				26.48				99.28				129.42				24.56				87.1				195.66								23.91				79.81				18.24				24.23
15-11				50.81				422.0				354.94				338.54				78.7				427.34				69.64				106.68				127.57				86.52				106.59				255.78								28.65				64.12				26.92				50.81
15-12				65.38				751.67				865.92				690.37				90.47				427.72				122.11				423.11				199.31				103.38				355.38				204.75								49.15				89.2				46.98				65.38
